,Chapter,Words,Word_Count
0,chapter 1,chapter,1
1,chapter 1,1,1
2,chapter 1,marseilles,5
3,chapter 1,the,214
4,chapter 1,arrival,2
5,chapter 1,on,18
6,chapter 1,24th,1
7,chapter 1,of,67
8,chapter 1,february,1
9,chapter 1,1810,1
10,chapter 1,look,5
11,chapter 1,out,5
12,chapter 1,at,28
13,chapter 1,notre,1
14,chapter 1,dame,1
15,chapter 1,de,1
16,chapter 1,la,5
17,chapter 1,garde,1
18,chapter 1,signalled,1
19,chapter 1,three,7
20,chapter 1,master,3
21,chapter 1,pharaon,8
22,chapter 1,from,12
23,chapter 1,smyrna,1
24,chapter 1,trieste,1
25,chapter 1,and,108
26,chapter 1,naples,2
27,chapter 1,as,29
28,chapter 1,usual,2
29,chapter 1,a,70
30,chapter 1,pilot,6
31,chapter 1,put,2
32,chapter 1,off,6
33,chapter 1,immediately,2
34,chapter 1,rounding,1
35,chapter 1,chateau,1
36,chapter 1,d'if,1
37,chapter 1,got,1
38,chapter 1,board,6
39,chapter 1,vessel,10
40,chapter 1,between,3
41,chapter 1,cape,1
42,chapter 1,morgion,1
43,chapter 1,rion,1
44,chapter 1,island,6
45,chapter 1,according,2
46,chapter 1,to,93
47,chapter 1,custom,2
48,chapter 1,ramparts,1
49,chapter 1,fort,1
50,chapter 1,saint,1
51,chapter 1,jean,1
52,chapter 1,were,8
53,chapter 1,covered,1
54,chapter 1,with,33
55,chapter 1,spectators,2
56,chapter 1,it,23
57,chapter 1,is,29
58,chapter 1,always,4
59,chapter 1,an,6
60,chapter 1,event,1
61,chapter 1,for,33
62,chapter 1,ship,6
63,chapter 1,come,7
64,chapter 1,into,8
65,chapter 1,port,3
66,chapter 1,especially,2
67,chapter 1,when,7
68,chapter 1,this,14
69,chapter 1,like,2
70,chapter 1,has,14
71,chapter 1,been,11
72,chapter 1,built,1
73,chapter 1,rigged,1
74,chapter 1,laden,2
75,chapter 1,old,4
76,chapter 1,phocee,1
77,chapter 1,docks,1
78,chapter 1,belongs,1
79,chapter 1,owner,17
80,chapter 1,city,1
81,chapter 1,drew,1
82,chapter 1,had,15
83,chapter 1,safely,1
84,chapter 1,passed,2
85,chapter 1,strait,1
86,chapter 1,which,16
87,chapter 1,some,4
88,chapter 1,volcanic,1
89,chapter 1,shock,1
90,chapter 1,made,4
91,chapter 1,calasareigne,1
92,chapter 1,jaros,1
93,chapter 1,islands,1
94,chapter 1,doubled,1
95,chapter 1,pomegue,1
96,chapter 1,approached,2
97,chapter 1,harbor,4
98,chapter 1,under,1
99,chapter 1,topsails,2
100,chapter 1,jib,4
101,chapter 1,spanker,3
102,chapter 1,but,14
103,chapter 1,so,10
104,chapter 1,slowly,1
105,chapter 1,sedately,1
106,chapter 1,that,37
107,chapter 1,idlers,1
108,chapter 1,instinct,1
109,chapter 1,forerunner,1
110,chapter 1,evil,1
111,chapter 1,asked,6
112,chapter 1,one,10
113,chapter 1,another,2
114,chapter 1,what,10
115,chapter 1,misfortune,5
116,chapter 1,could,3
117,chapter 1,have,29
118,chapter 1,happened,3
119,chapter 1,however,1
120,chapter 1,those,3
121,chapter 1,experienced,1
122,chapter 1,in,33
123,chapter 1,navigation,1
124,chapter 1,saw,6
125,chapter 1,plainly,1
126,chapter 1,if,14
127,chapter 1,any,6
128,chapter 1,accident,1
129,chapter 1,occurred,1
130,chapter 1,was,37
131,chapter 1,not,25
132,chapter 1,herself,1
133,chapter 1,she,9
134,chapter 1,bore,1
135,chapter 1,down,2
136,chapter 1,all,11
137,chapter 1,evidence,1
138,chapter 1,being,1
139,chapter 1,skilfully,1
140,chapter 1,handled,1
141,chapter 1,anchor,3
142,chapter 1,cockbill,1
143,chapter 1,boom,1
144,chapter 1,guys,1
145,chapter 1,already,2
146,chapter 1,eased,1
147,chapter 1,standing,1
148,chapter 1,by,6
149,chapter 1,side,3
150,chapter 1,who,19
151,chapter 1,steering,1
152,chapter 1,towards,3
153,chapter 1,narrow,2
154,chapter 1,entrance,1
155,chapter 1,inner,1
156,chapter 1,young,19
157,chapter 1,man,15
158,chapter 1,activity,2
159,chapter 1,vigilant,1
160,chapter 1,eye,1
161,chapter 1,watched,1
162,chapter 1,every,3
163,chapter 1,motion,1
164,chapter 1,repeated,1
165,chapter 1,each,1
166,chapter 1,direction,1
167,chapter 1,vague,1
168,chapter 1,disquietude,1
169,chapter 1,prevailed,1
170,chapter 1,among,1
171,chapter 1,much,5
172,chapter 1,affected,1
173,chapter 1,crowd,1
174,chapter 1,he,50
175,chapter 1,did,9
176,chapter 1,await,1
177,chapter 1,jumping,1
178,chapter 1,small,1
179,chapter 1,skiff,4
180,chapter 1,desired,1
181,chapter 1,be,11
182,chapter 1,pulled,1
183,chapter 1,alongside,2
184,chapter 1,reached,1
185,chapter 1,rounded,1
186,chapter 1,reserve,1
187,chapter 1,basin,1
188,chapter 1,person,1
189,chapter 1,approach,1
190,chapter 1,left,6
191,chapter 1,his,29
192,chapter 1,station,1
193,chapter 1,hat,1
194,chapter 1,hand,3
195,chapter 1,leaned,1
196,chapter 1,over,4
197,chapter 1,ship's,1
198,chapter 1,bulwarks,1
199,chapter 1,fine,1
200,chapter 1,tall,1
201,chapter 1,slim,1
202,chapter 1,fellow,3
203,chapter 1,eighteen,1
204,chapter 1,or,5
205,chapter 1,twenty,4
206,chapter 1,black,1
207,chapter 1,eyes,5
208,chapter 1,hair,1
209,chapter 1,dark,1
210,chapter 1,raven's,1
211,chapter 1,wing,1
212,chapter 1,whole,1
213,chapter 1,appearance,1
214,chapter 1,bespoke,1
215,chapter 1,calmness,1
216,chapter 1,resolution,1
217,chapter 1,peculiar,1
218,chapter 1,men,2
219,chapter 1,accustomed,1
220,chapter 1,their,3
221,chapter 1,cradle,1
222,chapter 1,contend,1
223,chapter 1,danger,1
224,chapter 1,ah,4
225,chapter 1,you,73
226,chapter 1,dantes,32
227,chapter 1,cried,3
228,chapter 1,what's,1
229,chapter 1,matter,1
230,chapter 1,why,7
231,chapter 1,such,2
232,chapter 1,air,2
233,chapter 1,sadness,1
234,chapter 1,aboard,1
235,chapter 1,great,3
236,chapter 1,m,16
237,chapter 1,morrel,22
238,chapter 1,replied,9
239,chapter 1,me,30
240,chapter 1,civita,1
241,chapter 1,vecchia,1
242,chapter 1,we,7
243,chapter 1,lost,2
244,chapter 1,our,3
245,chapter 1,brave,2
246,chapter 1,captain,17
247,chapter 1,leclere,9
248,chapter 1,cargo,4
249,chapter 1,inquired,4
250,chapter 1,eagerly,1
251,chapter 1,safe,2
252,chapter 1,i,62
253,chapter 1,think,4
254,chapter 1,will,10
255,chapter 1,satisfied,2
256,chapter 1,head,2
257,chapter 1,poor,3
258,chapter 1,him,19
259,chapter 1,considerable,1
260,chapter 1,resignation,1
261,chapter 1,worthy,1
262,chapter 1,died,4
263,chapter 1,fell,1
264,chapter 1,sea,2
265,chapter 1,no,10
266,chapter 1,sir,14
267,chapter 1,brain,1
268,chapter 1,fever,2
269,chapter 1,dreadful,1
270,chapter 1,agony,1
271,chapter 1,then,16
272,chapter 1,turning,3
273,chapter 1,crew,4
274,chapter 1,said,18
275,chapter 1,bear,1
276,chapter 1,there,11
277,chapter 1,take,5
278,chapter 1,sail,2
279,chapter 1,hands,2
280,chapter 1,obeyed,2
281,chapter 1,once,1
282,chapter 1,eight,1
283,chapter 1,ten,3
284,chapter 1,seamen,1
285,chapter 1,composed,1
286,chapter 1,sprang,1
287,chapter 1,respective,1
288,chapter 1,stations,1
289,chapter 1,brails,1
290,chapter 1,outhaul,1
291,chapter 1,topsail,2
292,chapter 1,sheets,2
293,chapter 1,halyards,1
294,chapter 1,downhaul,1
295,chapter 1,clewlines,1
296,chapter 1,buntlines,1
297,chapter 1,sailor,7
298,chapter 1,gave,5
299,chapter 1,see,11
300,chapter 1,orders,3
301,chapter 1,promptly,2
302,chapter 1,accurately,1
303,chapter 1,turned,2
304,chapter 1,again,4
305,chapter 1,how,7
306,chapter 1,occur,1
307,chapter 1,latter,1
308,chapter 1,resuming,1
309,chapter 1,interrupted,1
310,chapter 1,conversation,2
311,chapter 1,alas,1
312,chapter 1,most,4
313,chapter 1,unexpected,1
314,chapter 1,manner,1
315,chapter 1,after,8
316,chapter 1,long,3
317,chapter 1,talk,1
318,chapter 1,greatly,2
319,chapter 1,disturbed,1
320,chapter 1,mind,2
321,chapter 1,four,1
322,chapter 1,hours,1
323,chapter 1,attacked,1
324,chapter 1,days,2
325,chapter 1,afterwards,3
326,chapter 1,performed,2
327,chapter 1,burial,1
328,chapter 1,service,3
329,chapter 1,rest,1
330,chapter 1,sewn,1
331,chapter 1,up,6
332,chapter 1,hammock,1
333,chapter 1,thirty,1
334,chapter 1,six,3
335,chapter 1,pound,1
336,chapter 1,shot,1
337,chapter 1,heels,1
338,chapter 1,el,1
339,chapter 1,giglio,1
340,chapter 1,bring,4
341,chapter 1,widow,1
342,chapter 1,sword,1
343,chapter 1,cross,1
344,chapter 1,honor,2
345,chapter 1,worth,1
346,chapter 1,while,3
347,chapter 1,truly,1
348,chapter 1,added,3
349,chapter 1,melancholy,1
350,chapter 1,smile,3
351,chapter 1,make,3
352,chapter 1,war,2
353,chapter 1,against,2
354,chapter 1,english,1
355,chapter 1,years,2
356,chapter 1,die,1
357,chapter 1,bed,1
358,chapter 1,last,3
359,chapter 1,everybody,1
360,chapter 1,else,2
361,chapter 1,edmond,12
362,chapter 1,appeared,1
363,chapter 1,more,3
364,chapter 1,comforted,1
365,chapter 1,moment,4
366,chapter 1,are,11
367,chapter 1,mortal,1
368,chapter 1,must,6
369,chapter 1,way,4
370,chapter 1,would,7
371,chapter 1,promotion,1
372,chapter 1,since,2
373,chapter 1,assure,1
374,chapter 1,sound,1
375,chapter 1,my,21
376,chapter 1,word,3
377,chapter 1,advise,1
378,chapter 1,25000,1
379,chapter 1,francs,1
380,chapter 1,profits,1
381,chapter 1,voyage,3
382,chapter 1,they,3
383,chapter 1,just,1
384,chapter 1,passing,2
385,chapter 1,round,2
386,chapter 1,tower,1
387,chapter 1,shouted,1
388,chapter 1,stand,1
389,chapter 1,lower,1
390,chapter 1,brail,1
391,chapter 1,order,2
392,chapter 1,executed,1
393,chapter 1,let,3
394,chapter 1,go,7
395,chapter 1,clue,1
396,chapter 1,command,4
397,chapter 1,sails,1
398,chapter 1,lowered,1
399,chapter 1,moved,1
400,chapter 1,almost,1
401,chapter 1,imperceptibly,1
402,chapter 1,onwards,1
403,chapter 1,now,7
404,chapter 1,observing,1
405,chapter 1,owner's,2
406,chapter 1,impatience,1
407,chapter 1,here,3
408,chapter 1,your,14
409,chapter 1,supercargo,2
410,chapter 1,danglars,17
411,chapter 1,coming,2
412,chapter 1,cabin,2
413,chapter 1,furnish,1
414,chapter 1,particular,1
415,chapter 1,anchoring,2
416,chapter 1,dress,1
417,chapter 1,mourning,1
418,chapter 1,wait,1
419,chapter 1,second,2
420,chapter 1,invitation,1
421,chapter 1,seized,1
422,chapter 1,rope,1
423,chapter 1,flung,1
424,chapter 1,done,5
425,chapter 1,credit,1
426,chapter 1,climbed,1
427,chapter 1,going,2
428,chapter 1,task,1
429,chapter 1,came,1
430,chapter 1,five,2
431,chapter 1,age,1
432,chapter 1,unprepossessing,1
433,chapter 1,countenance,1
434,chapter 1,obsequious,1
435,chapter 1,superiors,1
436,chapter 1,insolent,1
437,chapter 1,subordinates,1
438,chapter 1,addition,1
439,chapter 1,position,1
440,chapter 1,responsible,2
441,chapter 1,agent,2
442,chapter 1,obnoxious,1
443,chapter 1,sailors,1
444,chapter 1,disliked,1
445,chapter 1,beloved,1
446,chapter 1,them,3
447,chapter 1,well,10
448,chapter 1,heard,1
449,chapter 1,befallen,1
450,chapter 1,us,3
451,chapter 1,yes,12
452,chapter 1,honest,1
453,chapter 1,first,6
454,chapter 1,rate,1
455,chapter 1,seaman,3
456,chapter 1,seen,2
457,chapter 1,honorable,1
458,chapter 1,became,1
459,chapter 1,charged,1
460,chapter 1,interests,1
461,chapter 1,house,2
462,chapter 1,important,1
463,chapter 1,son,6
464,chapter 1,glancing,1
465,chapter 1,watching,2
466,chapter 1,seems,3
467,chapter 1,needs,1
468,chapter 1,say,8
469,chapter 1,understand,2
470,chapter 1,business,1
471,chapter 1,friend,1
472,chapter 1,thoroughly,2
473,chapter 1,require,3
474,chapter 1,instruction,1
475,chapter 1,darting,1
476,chapter 1,gleaming,1
477,chapter 1,hate,1
478,chapter 1,youth,1
479,chapter 1,invariably,1
480,chapter 1,self,1
481,chapter 1,confident,1
482,chapter 1,scarcely,1
483,chapter 1,captain's,3
484,chapter 1,breath,1
485,chapter 1,body,1
486,chapter 1,assumed,1
487,chapter 1,without,3
488,chapter 1,consulting,1
489,chapter 1,caused,1
490,chapter 1,lose,1
491,chapter 1,day,4
492,chapter 1,half,6
493,chapter 1,elba,4
494,chapter 1,instead,1
495,chapter 1,making,1
496,chapter 1,direct,1
497,chapter 1,taking,1
498,chapter 1,duty,3
499,chapter 1,mate,3
500,chapter 1,losing,1
501,chapter 1,wrong,2
502,chapter 1,unless,1
503,chapter 1,needed,1
504,chapter 1,repairs,1
505,chapter 1,good,7
506,chapter 1,condition,1
507,chapter 1,am,5
508,chapter 1,hope,2
509,chapter 1,pure,1
510,chapter 1,whim,1
511,chapter 1,pleasure,1
512,chapter 1,ashore,3
513,chapter 1,nothing,6
514,chapter 1,shipowner,4
515,chapter 1,answered,1
516,chapter 1,i'm,1
517,chapter 1,calling,1
518,chapter 1,instantly,1
519,chapter 1,dropped,1
520,chapter 1,chain,1
521,chapter 1,ran,1
522,chapter 1,rattling,1
523,chapter 1,through,1
524,chapter 1,hole,1
525,chapter 1,continued,3
526,chapter 1,post,1
527,chapter 1,spite,1
528,chapter 1,presence,1
529,chapter 1,until,4
530,chapter 1,manoeuvre,1
531,chapter 1,completed,1
532,chapter 1,mast,1
533,chapter 1,colors,1
534,chapter 1,square,1
535,chapter 1,yards,1
536,chapter 1,fancies,1
537,chapter 1,himself,2
538,chapter 1,upon,1
539,chapter 1,fact,1
540,chapter 1,except,2
541,chapter 1,signature,1
542,chapter 1,partner's,1
543,chapter 1,should,3
544,chapter 1,true,3
545,chapter 1,thorough,1
546,chapter 1,full,1
547,chapter 1,experience,1
548,chapter 1,cloud,1
549,chapter 1,danglars',1
550,chapter 1,brow,1
551,chapter 1,pardon,2
552,chapter 1,approaching,1
553,chapter 1,rides,1
554,chapter 1,hailed,1
555,chapter 1,retreated,1
556,chapter 1,step,1
557,chapter 1,two,5
558,chapter 1,wished,1
559,chapter 1,inquire,1
560,chapter 1,stopped,1
561,chapter 1,do,7
562,chapter 1,know,7
563,chapter 1,fulfil,1
564,chapter 1,instructions,2
565,chapter 1,dying,1
566,chapter 1,packet,6
567,chapter 1,marshal,3
568,chapter 1,bertrand,1
569,chapter 1,looked,1
570,chapter 1,around,1
571,chapter 1,drawing,1
572,chapter 1,suddenly,1
573,chapter 1,emperor,5
574,chapter 1,very,6
575,chapter 1,far,1
576,chapter 1,judge,1
577,chapter 1,sight,1
578,chapter 1,entered,1
579,chapter 1,marshal's,1
580,chapter 1,apartment,1
581,chapter 1,spoke,2
582,chapter 1,questions,1
583,chapter 1,about,1
584,chapter 1,time,3
585,chapter 1,course,1
586,chapter 1,taken,1
587,chapter 1,her,5
588,chapter 1,believe,4
589,chapter 1,bought,1
590,chapter 1,told,1
591,chapter 1,only,2
592,chapter 1,belonged,1
593,chapter 1,firm,1
594,chapter 1,yes',1
595,chapter 1,morrels,1
596,chapter 1,shipowners,1
597,chapter 1,father,9
598,chapter 1,served,1
599,chapter 1,same,2
600,chapter 1,regiment,1
601,chapter 1,garrison,1
602,chapter 1,valence',1
603,chapter 1,pardieu,1
604,chapter 1,delighted,1
605,chapter 1,policar,1
606,chapter 1,uncle,2
607,chapter 1,tell,3
608,chapter 1,remembered,1
609,chapter 1,tears,2
610,chapter 1,soldier's,1
611,chapter 1,patting,2
612,chapter 1,edmond's,1
613,chapter 1,shoulder,1
614,chapter 1,kindly,1
615,chapter 1,right,8
616,chapter 1,follow,1
617,chapter 1,leclere's,1
618,chapter 1,touch,1
619,chapter 1,although,1
620,chapter 1,known,1
621,chapter 1,conveyed,1
622,chapter 1,conversed,1
623,chapter 1,might,1
624,chapter 1,trouble,2
625,chapter 1,even,1
626,chapter 1,bearer,1
627,chapter 1,merely,1
628,chapter 1,inquiries,1
629,chapter 1,comer,1
630,chapter 1,health,1
631,chapter 1,officers,2
632,chapter 1,customs,1
633,chapter 1,inspectors,1
634,chapter 1,went,1
635,chapter 1,gangway,1
636,chapter 1,departed,1
637,chapter 1,appears,1
638,chapter 1,given,2
639,chapter 1,satisfactory,2
640,chapter 1,reasons,1
641,chapter 1,landing,1
642,chapter 1,porto,3
643,chapter 1,ferrajo,3
644,chapter 1,dear,6
645,chapter 1,better,1
646,chapter 1,pleasant,1
647,chapter 1,comrade,2
648,chapter 1,saying,1
649,chapter 1,delay,1
650,chapter 1,talking,1
651,chapter 1,letter,5
652,chapter 1,besides,1
653,chapter 1,confided,1
654,chapter 1,care,1
655,chapter 1,speaking,1
656,chapter 1,leave,4
657,chapter 1,red,1
658,chapter 1,close,1
659,chapter 1,door,1
660,chapter 1,open,1
661,chapter 1,give,3
662,chapter 1,speak,1
663,chapter 1,reflected,1
664,chapter 1,beg,1
665,chapter 1,subject,1
666,chapter 1,may,2
667,chapter 1,mistaken,1
668,chapter 1,returned,1
669,chapter 1,withdrew,1
670,chapter 1,free,1
671,chapter 1,detained,2
672,chapter 1,copy,1
673,chapter 1,bill,1
674,chapter 1,lading,1
675,chapter 1,other,2
676,chapter 1,papers,1
677,chapter 1,sent,1
678,chapter 1,whom,1
679,chapter 1,everything,1
680,chapter 1,can,1
681,chapter 1,dine,1
682,chapter 1,really,2
683,chapter 1,ask,3
684,chapter 1,excuse,2
685,chapter 1,visit,3
686,chapter 1,due,1
687,chapter 1,though,2
688,chapter 1,less,2
689,chapter 1,grateful,1
690,chapter 1,quite,3
691,chapter 1,knew,1
692,chapter 1,hesitation,1
693,chapter 1,lately,1
694,chapter 1,likes,1
695,chapter 1,keep,1
696,chapter 1,shut,1
697,chapter 1,little,3
698,chapter 1,room,1
699,chapter 1,proves,1
700,chapter 1,least,3
701,chapter 1,wanted,1
702,chapter 1,during,1
703,chapter 1,absence,2
704,chapter 1,smiled,1
705,chapter 1,proud,2
706,chapter 1,meal,1
707,chapter 1,doubt,1
708,chapter 1,anything,1
709,chapter 1,anyone,1
710,chapter 1,heaven,1
711,chapter 1,shall,4
712,chapter 1,count,1
713,chapter 1,myself,1
714,chapter 1,paid,1
715,chapter 1,anxious,1
716,chapter 1,pay,2
717,chapter 1,forgot,1
718,chapter 1,catalans,1
719,chapter 1,expects,1
720,chapter 1,impatiently,1
721,chapter 1,than,1
722,chapter 1,lovely,1
723,chapter 1,mercedes,3
724,chapter 1,blushed,1
725,chapter 1,ha,3
726,chapter 1,surprised,1
727,chapter 1,times,1
728,chapter 1,inquiring,1
729,chapter 1,news,1
730,chapter 1,peste,1
731,chapter 1,handsome,1
732,chapter 1,mistress,2
733,chapter 1,gravely,1
734,chapter 1,betrothed,1
735,chapter 1,sometimes,1
736,chapter 1,thing,2
737,chapter 1,don't,1
738,chapter 1,detain,2
739,chapter 1,managed,1
740,chapter 1,affairs,1
741,chapter 1,ought,1
742,chapter 1,allow,1
743,chapter 1,own,1
744,chapter 1,want,1
745,chapter 1,money,1
746,chapter 1,nearly,1
747,chapter 1,months',2
748,chapter 1,wages,1
749,chapter 1,careful,1
750,chapter 1,hasten,1
751,chapter 1,away,2
752,chapter 1,too,1
753,chapter 1,wroth,1
754,chapter 1,before,1
755,chapter 1,unable,1
756,chapter 1,write,1
757,chapter 1,reminds,1
758,chapter 1,get,2
759,chapter 1,married,1
760,chapter 1,paris,3
761,chapter 1,weeks,1
762,chapter 1,unload,1
763,chapter 1,cannot,2
764,chapter 1,ready,1
765,chapter 1,months,2
766,chapter 1,back,2
767,chapter 1,sparkling,1
768,chapter 1,animation,1
769,chapter 1,pray,1
770,chapter 1,touching,1
771,chapter 1,secret,1
772,chapter 1,wishes,1
773,chapter 1,heart,1
774,chapter 1,intention,1
775,chapter 1,sole,1
776,chapter 1,we'd,1
777,chapter 1,shake,1
778,chapter 1,call,1
779,chapter 1,settled,1
780,chapter 1,partner,2
781,chapter 1,italian,1
782,chapter 1,proverb,1
783,chapter 1,chi,1
784,chapter 1,compagno,1
785,chapter 1,padrone,1
786,chapter 1,master',1
787,chapter 1,votes,1
788,chapter 1,rely,1
789,chapter 1,procure,1
790,chapter 1,best,1
791,chapter 1,exclaimed,1
792,chapter 1,grasping,1
793,chapter 1,thank,2
794,chapter 1,name,1
795,chapter 1,that's,3
796,chapter 1,there's,1
797,chapter 1,providence,1
798,chapter 1,watches,1
799,chapter 1,deserving,1
800,chapter 1,row,1
801,chapter 1,remain,2
802,chapter 1,accounts,1
803,chapter 1,sense,1
804,chapter 1,attach,1
805,chapter 1,question,2
806,chapter 1,mean,2
807,chapter 1,never,1
808,chapter 1,liked,1
809,chapter 1,silly,1
810,chapter 1,enough,1
811,chapter 1,quarrel,1
812,chapter 1,propose,1
813,chapter 1,stop,1
814,chapter 1,minutes,1
815,chapter 1,monte,1
816,chapter 1,cristo,1
817,chapter 1,settle,1
818,chapter 1,dispute,1
819,chapter 1,proposition,1
820,chapter 1,suggest,1
821,chapter 1,refuse,1
822,chapter 1,content,1
823,chapter 1,glad,1
824,chapter 1,greatest,1
825,chapter 1,respect,1
826,chapter 1,possess,1
827,chapter 1,owners',1
828,chapter 1,confidence,1
829,chapter 1,longer,1
830,chapter 1,impatient,1
831,chapter 1,use,1
832,chapter 1,certainly,1
833,chapter 1,,13
834,chapter 1,present,1
835,chapter 1,farewell,1
836,chapter 1,thousand,2
837,chapter 1,thanks,1
838,chapter 1,soon,1
839,chapter 1,luck,1
840,chapter 1,jumped,1
841,chapter 1,sat,1
842,chapter 1,stern,1
843,chapter 1,canebiere,3
844,chapter 1,oarsmen,1
845,chapter 1,bent,1
846,chapter 1,work,1
847,chapter 1,boat,1
848,chapter 1,glided,1
849,chapter 1,rapidly,1
850,chapter 1,possible,1
851,chapter 1,midst,2
852,chapter 1,vessels,1
853,chapter 1,choke,1
854,chapter 1,leads,1
855,chapter 1,rows,1
856,chapter 1,ships,1
857,chapter 1,mouth,1
858,chapter 1,quai,1
859,chapter 1,d'orleans,1
860,chapter 1,smiling,1
861,chapter 1,followed,2
862,chapter 1,spring,1
863,chapter 1,quay,1
864,chapter 1,disappear,1
865,chapter 1,throng,1
866,chapter 1,o'clock,2
867,chapter 1,morning,1
868,chapter 1,nine,1
869,chapter 1,night,1
870,chapter 1,swarms,1
871,chapter 1,famous,1
872,chapter 1,street,2
873,chapter 1,modern,1
874,chapter 1,phocaeans,1
875,chapter 1,gravity,1
876,chapter 1,world,1
877,chapter 1,accent,1
878,chapter 1,gives,1
879,chapter 1,character,1
880,chapter 1,behind,1
881,chapter 1,apparently,1
882,chapter 1,awaiting,1
883,chapter 1,reality,1
884,chapter 1,also,1
885,chapter 1,difference,1
886,chapter 1,expression,1
887,chapter 1,thus,1
888,chapter 1,movements,1
889,chapter 2,chapter,1
890,chapter 2,2,1
891,chapter 2,father,23
892,chapter 2,and,80
893,chapter 2,son,6
894,chapter 2,we,14
895,chapter 2,will,21
896,chapter 2,leave,4
897,chapter 2,danglars,9
898,chapter 2,struggling,1
899,chapter 2,with,24
900,chapter 2,the,101
901,chapter 2,demon,1
902,chapter 2,of,52
903,chapter 2,hatred,1
904,chapter 2,endeavoring,1
905,chapter 2,to,64
906,chapter 2,insinuate,1
907,chapter 2,in,22
908,chapter 2,ear,1
909,chapter 2,shipowner,1
910,chapter 2,some,5
911,chapter 2,evil,1
912,chapter 2,suspicions,1
913,chapter 2,against,1
914,chapter 2,his,27
915,chapter 2,comrade,1
916,chapter 2,follow,1
917,chapter 2,dantes,22
918,chapter 2,who,10
919,chapter 2,after,1
920,chapter 2,having,1
921,chapter 2,traversed,1
922,chapter 2,la,3
923,chapter 2,canebiere,1
924,chapter 2,took,2
925,chapter 2,rue,2
926,chapter 2,de,2
927,chapter 2,noailles,1
928,chapter 2,entering,1
929,chapter 2,a,55
930,chapter 2,small,4
931,chapter 2,house,2
932,chapter 2,on,11
933,chapter 2,left,6
934,chapter 2,allees,1
935,chapter 2,meillan,1
936,chapter 2,rapidly,1
937,chapter 2,ascended,1
938,chapter 2,four,1
939,chapter 2,flights,1
940,chapter 2,dark,2
941,chapter 2,staircase,1
942,chapter 2,holding,1
943,chapter 2,baluster,1
944,chapter 2,one,9
945,chapter 2,hand,2
946,chapter 2,while,2
947,chapter 2,other,1
948,chapter 2,he,44
949,chapter 2,repressed,1
950,chapter 2,beatings,1
951,chapter 2,heart,3
952,chapter 2,paused,2
953,chapter 2,before,4
954,chapter 2,half,1
955,chapter 2,open,1
956,chapter 2,door,2
957,chapter 2,from,3
958,chapter 2,which,11
959,chapter 2,could,4
960,chapter 2,see,7
961,chapter 2,whole,1
962,chapter 2,room,2
963,chapter 2,this,9
964,chapter 2,was,15
965,chapter 2,occupied,1
966,chapter 2,by,7
967,chapter 2,dantes',2
968,chapter 2,news,2
969,chapter 2,arrival,3
970,chapter 2,pharaon,1
971,chapter 2,had,7
972,chapter 2,not,22
973,chapter 2,yet,5
974,chapter 2,reached,1
975,chapter 2,old,22
976,chapter 2,man,24
977,chapter 2,mounted,1
978,chapter 2,chair,1
979,chapter 2,amusing,1
980,chapter 2,himself,1
981,chapter 2,training,1
982,chapter 2,trembling,2
983,chapter 2,nasturtiums,2
984,chapter 2,sprays,1
985,chapter 2,clematis,2
986,chapter 2,that,24
987,chapter 2,clambered,1
988,chapter 2,over,4
989,chapter 2,trellis,1
990,chapter 2,at,19
991,chapter 2,window,1
992,chapter 2,suddenly,2
993,chapter 2,felt,1
994,chapter 2,an,2
995,chapter 2,arm,1
996,chapter 2,thrown,2
997,chapter 2,around,1
998,chapter 2,body,1
999,chapter 2,well,10
1000,chapter 2,known,1
1001,chapter 2,voice,1
1002,chapter 2,behind,2
1003,chapter 2,him,12
1004,chapter 2,exclaimed,1
1005,chapter 2,dear,9
1006,chapter 2,uttered,1
1007,chapter 2,cry,1
1008,chapter 2,turned,1
1009,chapter 2,round,1
1010,chapter 2,then,6
1011,chapter 2,seeing,2
1012,chapter 2,fell,2
1013,chapter 2,into,4
1014,chapter 2,arms,1
1015,chapter 2,pale,2
1016,chapter 2,what,12
1017,chapter 2,ails,2
1018,chapter 2,you,74
1019,chapter 2,my,27
1020,chapter 2,dearest,1
1021,chapter 2,are,10
1022,chapter 2,ill,3
1023,chapter 2,inquired,3
1024,chapter 2,young,6
1025,chapter 2,much,10
1026,chapter 2,alarmed,1
1027,chapter 2,no,19
1028,chapter 2,edmond,10
1029,chapter 2,boy,13
1030,chapter 2,but,25
1031,chapter 2,i,70
1032,chapter 2,did,8
1033,chapter 2,expect,1
1034,chapter 2,joy,2
1035,chapter 2,surprise,1
1036,chapter 2,so,20
1037,chapter 2,ah,3
1038,chapter 2,feel,1
1039,chapter 2,as,18
1040,chapter 2,if,9
1041,chapter 2,were,8
1042,chapter 2,going,4
1043,chapter 2,die,1
1044,chapter 2,come,13
1045,chapter 2,cheer,1
1046,chapter 2,up,1
1047,chapter 2,'tis,3
1048,chapter 2,really,5
1049,chapter 2,they,5
1050,chapter 2,say,6
1051,chapter 2,never,9
1052,chapter 2,hurts,1
1053,chapter 2,came,3
1054,chapter 2,without,2
1055,chapter 2,any,4
1056,chapter 2,warning,1
1057,chapter 2,now,6
1058,chapter 2,do,12
1059,chapter 2,smile,4
1060,chapter 2,instead,1
1061,chapter 2,looking,4
1062,chapter 2,me,25
1063,chapter 2,solemnly,1
